&a / °	I1 / %
-3.434	7.7
-3.440	7.5
-3.445	7.3
-3.450	7.2
-3.456	7.1
-3.461	6.9
-3.466	6.9
-3.472	6.9
-3.477	6.9
-3.482	6.9
-3.488	6.9
-3.493	6.9
-3.498	6.8
-3.504	6.9
-3.509	7.0
-3.514	7.1
-3.520	7.1
-3.525	7.1
-3.530	7.1
-3.536	7.1
-3.541	6.9
-3.546	6.9
-3.552	6.9
-3.557	6.9
-3.562	6.7
-3.568	6.6
-3.573	6.6
-3.578	6.6
-3.584	6.6
-3.589	6.5
-3.594	6.5
-3.600	6.5
-3.605	6.5
-3.610	6.5
-3.616	6.5
-3.621	6.5
-3.626	6.5
-3.632	6.5
-3.637	6.5
-3.642	6.5
-3.647	6.6
-3.653	6.5
-3.658	6.5
-3.663	6.5
-3.669	6.5
-3.674	6.5
-3.679	6.5
-3.685	6.5
-3.690	6.5
-3.695	6.5
-3.701	6.5
-3.706	6.5
-3.711	6.5
-3.717	6.5
-3.722	6.5
-3.727	6.5
-3.733	6.5
-3.738	6.5
-3.743	6.5
-3.749	6.5
-3.754	6.5
-3.759	6.5
-3.765	6.5
-3.770	6.5
-3.775	6.5
-3.781	6.5
-3.786	6.4
-3.791	6.4
-3.797	6.4
-3.802	6.4
-3.807	6.5
-3.813	6.5
-3.818	6.5
-3.823	6.5
-3.829	6.5
-3.834	6.5
-3.839	6.5
-3.844	6.4
-3.850	6.4
-3.855	6.4
-3.860	6.3
-3.866	6.3
-3.871	6.3
-3.876	6.3
-3.882	6.3
-3.887	6.3
-3.892	6.3
-3.898	6.3
-3.903	6.3
-3.908	6.4
-3.914	6.4
-3.919	6.4
-3.924	6.4
-3.930	6.4
-3.935	6.4
-3.940	6.4
-3.946	6.4
-3.951	6.3
-3.956	6.3
-3.962	6.2
-3.967	6.2
-3.972	6.2
-3.978	6.2
-3.983	6.2
-3.988	6.2
-3.994	6.2
-3.999	6.2
-4.004	6.2
-4.009	6.2
-4.015	6.2
-4.020	6.2
-4.025	6.2
-4.031	6.2
-4.036	6.2
-4.041	6.1
-4.047	6.1
-4.052	6.1
-4.057	6.1
-4.063	6.1
-4.068	6.1
-4.073	6.1
-4.079	6.1
-4.084	6.1
-4.089	6.1
-4.095	6.1
-4.100	6.2
-4.105	6.1
-4.111	6.1
-4.116	6.1
-4.121	6.1
-4.127	6.1
-4.132	6.1
-4.137	6.0
-4.143	6.0
-4.148	6.0
-4.153	6.0
-4.158	6.0
-4.164	6.0
-4.169	6.0
-4.174	6.0
-4.180	6.0
-4.185	6.0
-4.190	6.0
-4.196	6.0
-4.201	6.0
-4.206	6.0
-4.212	5.9
-4.217	5.9
-4.222	5.9
-4.228	5.8
-4.233	5.8
-4.238	5.8
-4.244	5.8
-4.249	5.8
-4.254	5.8
-4.260	5.8
-4.265	5.8
-4.270	5.8
-4.275	5.8
-4.281	5.8
-4.286	5.8
-4.291	5.8
-4.297	5.8
-4.302	5.8
-4.307	5.8
-4.313	5.8
-4.318	5.8
-4.323	5.8
-4.329	5.8
-4.334	5.8
-4.339	5.8
-4.345	5.8
-4.350	5.8
-4.355	5.8
-4.361	5.8
-4.366	5.8
-4.371	5.8
-4.377	5.8
-4.382	5.8
-4.387	5.8
-4.392	5.8
-4.398	5.8
-4.403	5.8
-4.408	5.8
-4.414	5.8
-4.419	5.8
-4.424	5.7
-4.430	5.7
-4.435	5.7
-4.440	6.0
-4.446	5.7
-4.451	5.7
-4.456	5.7
-4.462	5.7
-4.467	5.7
-4.472	5.7
-4.478	5.7
-4.483	5.7
-4.488	5.7
-4.493	5.7
-4.499	5.7
-4.504	5.7
-4.509	5.7
-4.515	5.7
-4.520	5.7
-4.525	5.7
-4.531	5.7
-4.536	5.7
-4.541	5.7
-4.547	5.7
-4.552	5.7
-4.557	5.7
-4.563	5.7
-4.568	5.7
-4.573	5.7
-4.578	5.7
-4.584	5.7
-4.589	5.7
-4.594	5.7
-4.600	5.7
-4.605	5.7
-4.610	5.7
-4.616	5.7
-4.621	5.7
-4.626	5.7
-4.632	5.7
-4.637	5.7
-4.642	5.7
-4.648	5.7
-4.653	5.7
-4.658	5.7
-4.663	5.7
-4.669	5.7
-4.674	5.7
-4.679	5.7
-4.685	5.7
-4.690	5.7
-4.695	5.7
-4.701	5.7
-4.706	5.7
-4.711	5.7
-4.717	5.7
-4.722	5.7
-4.727	5.7
-4.733	5.7
-4.738	5.7
-4.743	5.7
-4.748	5.7
-4.754	5.7
-4.759	5.7
-4.764	5.7
-4.770	5.7
-4.775	5.7
-4.780	5.7
-4.786	5.7
-4.791	5.7
-4.796	5.7
-4.802	5.7
-4.807	5.7
-4.812	5.7
-4.818	5.7
-4.823	5.7
-4.828	5.7
-4.833	5.7
-4.839	5.6
-4.844	5.6
-4.849	5.6
-4.855	5.6
-4.860	5.6
-4.865	5.6
-4.871	5.6
-4.876	5.6
-4.881	5.6
-4.887	5.6
-4.892	5.6
-4.897	5.6
-4.902	5.6
-4.908	5.6
-4.913	5.6
-4.918	5.6
-4.924	5.6
-4.929	5.6
-4.934	5.6
-4.940	5.6
-4.945	5.6
-4.950	5.6
-4.956	5.6
-4.961	5.6
-4.966	5.6
-4.971	5.6
-4.977	5.6
-4.982	5.6
-4.987	5.6
-4.993	5.6
-4.998	5.6
-5.003	5.6
-5.009	5.6
-5.014	5.6
-5.019	5.6
-5.025	5.6
-5.030	5.6
-5.035	5.6
-5.040	5.6
-5.046	5.6
-5.051	5.6
-5.056	5.6
-5.062	5.6
-5.067	5.6
-5.072	5.6
-5.078	5.6
-5.083	5.6
-5.088	5.6
-5.094	5.6
-5.099	5.6
-5.104	5.6
-5.109	5.6
-5.115	5.6
-5.120	5.6
-5.125	5.6
-5.131	5.6
-5.136	5.6
-5.141	5.5
-5.147	5.5
-5.152	5.5
-5.157	5.5
-5.162	5.5
-5.168	5.5
-5.173	5.5
-5.178	5.5
-5.184	5.5
-5.189	5.5
-5.194	5.5
-5.200	5.5
-5.205	5.5
-5.210	5.5
-5.216	5.5
-5.221	5.5
-5.226	5.5
-5.231	5.5
-5.237	5.5
-5.242	5.5
-5.247	5.5
-5.253	5.5
-5.258	5.5
-5.263	5.4
-5.269	5.4
-5.274	5.4
-5.279	5.4
-5.284	5.4
-5.290	5.4
-5.295	5.4
-5.300	5.3
-5.306	5.4
-5.311	5.4
-5.316	5.4
-5.322	5.4
-5.327	5.4
-5.332	5.4
-5.337	5.4
-5.343	5.4
-5.348	5.4
-5.353	5.4
-5.359	5.4
-5.364	5.4
-5.369	5.4
-5.375	5.4
-5.380	5.4
-5.385	5.4
-5.390	5.4
-5.396	5.4
-5.401	5.4
-5.406	5.4
-5.412	5.4
-5.417	5.4
-5.422	5.4
-5.428	5.4
-5.433	5.4
-5.438	5.4
-5.443	5.4
-5.449	5.4
-5.454	5.4
