&a / °	I1 / %
-3.429	8.0
-3.434	7.6
-3.440	7.4
-3.445	7.1
-3.450	6.9
-3.456	6.8
-3.461	6.8
-3.466	6.6
-3.472	6.6
-3.477	6.5
-3.482	6.5
-3.488	6.5
-3.493	6.5
-3.498	6.5
-3.504	6.6
-3.509	6.6
-3.514	6.7
-3.520	6.7
-3.525	6.7
-3.530	6.6
-3.536	6.6
-3.541	6.6
-3.546	6.5
-3.552	6.4
-3.557	6.4
-3.562	6.3
-3.568	6.2
-3.573	6.2
-3.578	6.2
-3.584	6.2
-3.589	6.2
-3.594	6.2
-3.600	6.3
-3.605	6.3
-3.610	6.3
-3.616	6.3
-3.621	6.3
-3.626	6.3
-3.632	6.3
-3.637	6.3
-3.642	6.2
-3.647	6.2
-3.653	6.1
-3.658	6.1
-3.663	6.1
-3.669	5.9
-3.674	5.9
-3.679	5.8
-3.685	5.8
-3.690	5.8
-3.695	5.9
-3.701	5.9
-3.706	5.9
-3.711	6.0
-3.717	6.1
-3.722	6.0
-3.727	5.9
-3.733	5.9
-3.738	5.9
-3.743	5.9
-3.749	5.9
-3.754	5.8
-3.759	5.8
-3.765	5.8
-3.770	5.7
-3.775	5.7
-3.781	5.7
-3.786	5.7
-3.791	5.7
-3.797	5.7
-3.802	5.8
-3.807	5.8
-3.813	5.8
-3.818	5.8
-3.823	5.8
-3.829	5.8
-3.834	5.8
-3.839	5.8
-3.844	5.7
-3.850	5.7
-3.855	5.7
-3.860	5.6
-3.866	5.6
-3.871	5.6
-3.876	5.6
-3.882	5.6
-3.887	5.6
-3.892	5.6
-3.898	5.6
-3.903	5.6
-3.908	5.6
-3.914	5.6
-3.919	5.6
-3.924	5.6
-3.930	5.6
-3.935	5.6
-3.940	5.6
-3.946	5.6
-3.951	5.6
-3.956	5.6
-3.962	5.6
-3.967	5.6
-3.972	5.6
-3.978	5.6
-3.983	5.6
-3.988	5.6
-3.994	5.6
-3.999	5.6
-4.004	5.6
-4.009	5.6
-4.015	5.6
-4.020	5.6
-4.025	5.6
-4.031	5.6
-4.036	5.6
-4.041	5.6
-4.047	5.6
-4.052	5.6
-4.057	5.6
-4.063	5.6
-4.068	5.6
-4.073	5.6
-4.079	5.6
-4.084	5.6
-4.089	5.6
-4.095	5.6
-4.100	5.6
-4.105	5.6
-4.111	5.6
-4.116	5.5
-4.121	5.5
-4.127	5.5
-4.132	5.5
-4.137	5.3
-4.143	5.3
-4.148	5.3
-4.153	5.3
-4.158	5.3
-4.164	5.3
-4.169	5.3
-4.174	5.3
-4.180	5.3
-4.185	5.3
-4.190	5.3
-4.196	5.3
-4.201	5.3
-4.206	5.3
-4.212	5.2
-4.217	5.3
-4.222	5.3
-4.228	5.3
-4.233	5.3
-4.238	5.3
-4.244	5.2
-4.249	5.3
-4.254	5.3
-4.260	5.3
-4.265	5.3
-4.270	5.3
-4.275	5.3
-4.281	5.3
-4.286	5.3
-4.291	5.3
-4.297	5.2
-4.302	5.2
-4.307	5.2
-4.313	5.2
-4.318	5.2
-4.323	5.2
-4.329	5.1
-4.334	5.1
-4.339	5.1
-4.345	5.1
-4.350	5.1
-4.355	5.1
-4.361	5.1
-4.366	5.1
-4.371	5.1
-4.377	5.0
-4.382	5.0
-4.387	5.0
-4.392	5.0
-4.398	5.1
-4.403	5.0
-4.408	5.0
-4.414	5.0
-4.419	5.1
-4.424	5.0
-4.430	5.0
-4.435	5.0
-4.440	5.2
-4.446	5.1
-4.451	5.1
-4.456	5.0
-4.462	5.0
-4.467	4.9
-4.472	4.9
-4.478	4.9
-4.483	4.9
-4.488	4.9
-4.493	4.9
-4.499	4.9
-4.504	4.9
-4.509	4.9
-4.515	4.9
-4.520	4.9
-4.525	4.9
-4.531	4.9
-4.536	4.9
-4.541	4.9
-4.547	4.9
-4.552	4.9
-4.557	4.9
-4.563	4.9
-4.568	4.9
-4.573	4.9
-4.578	4.9
-4.584	4.9
-4.589	4.9
-4.594	4.9
-4.600	4.9
-4.605	4.9
-4.610	4.9
-4.616	4.9
-4.621	4.8
-4.626	4.9
-4.632	4.9
-4.637	4.9
-4.642	4.9
-4.648	4.8
-4.653	4.8
-4.658	4.8
-4.663	4.8
-4.669	4.8
-4.674	4.8
-4.679	4.8
-4.685	4.8
-4.690	4.7
-4.695	4.7
-4.701	4.7
-4.706	4.7
-4.711	4.7
-4.717	4.7
-4.722	4.7
-4.727	4.7
-4.733	4.7
-4.738	4.7
-4.743	4.7
-4.748	4.7
-4.754	4.6
-4.759	4.6
-4.764	4.6
-4.770	4.7
-4.775	4.7
-4.780	4.8
-4.786	4.7
-4.791	4.7
-4.796	4.7
-4.802	4.7
-4.807	4.7
-4.812	4.7
-4.818	4.7
-4.823	4.7
-4.828	4.6
-4.833	4.6
-4.839	4.6
-4.844	4.7
-4.849	4.7
-4.855	4.7
-4.860	4.6
-4.865	4.6
-4.871	4.6
-4.876	4.7
-4.881	4.7
-4.887	4.7
-4.892	4.7
-4.897	4.7
-4.902	4.7
-4.908	4.7
-4.913	4.6
-4.918	4.6
-4.924	4.6
-4.929	4.7
-4.934	4.7
-4.940	4.7
-4.945	4.7
-4.950	4.7
-4.956	4.7
-4.961	4.7
-4.966	4.7
-4.971	4.7
-4.977	4.6
-4.982	4.6
-4.987	4.6
-4.993	4.6
-4.998	4.6
-5.003	4.6
-5.009	4.6
-5.014	4.6
-5.019	4.6
-5.025	4.6
-5.030	4.6
-5.035	4.6
-5.040	4.6
-5.046	4.7
-5.051	4.6
-5.056	4.6
-5.062	4.6
-5.067	4.6
-5.072	4.6
-5.078	4.6
-5.083	4.6
-5.088	4.6
-5.094	4.6
-5.099	4.6
-5.104	4.6
-5.109	4.6
-5.115	4.6
-5.120	4.7
-5.125	4.6
-5.131	4.6
-5.136	4.6
-5.141	4.6
-5.147	4.6
-5.152	4.6
-5.157	4.6
-5.162	4.6
-5.168	4.6
-5.173	4.6
-5.178	4.6
-5.184	4.6
-5.189	4.6
-5.194	4.6
-5.200	4.6
-5.205	4.6
-5.210	4.6
-5.216	4.6
-5.221	4.6
-5.226	4.6
-5.231	4.6
-5.237	4.6
-5.242	4.5
-5.247	4.5
-5.253	4.5
-5.258	4.6
-5.263	4.6
-5.269	4.6
-5.274	4.6
-5.279	4.6
-5.284	4.6
-5.290	4.6
-5.295	4.6
-5.300	4.6
-5.306	4.6
-5.311	4.6
-5.316	4.6
-5.322	4.6
-5.327	4.6
-5.332	4.6
-5.337	4.6
-5.343	4.6
-5.348	4.6
-5.353	4.6
-5.359	4.6
-5.364	4.6
-5.369	4.6
-5.375	4.6
-5.380	4.6
-5.385	4.6
-5.390	4.6
-5.396	4.6
-5.401	4.6
-5.406	4.6
-5.412	4.6
-5.417	4.6
-5.422	4.6
-5.428	4.6
-5.433	4.6
-5.438	4.6
-5.443	4.6
-5.449	4.6
-5.454	4.6
